*HDLENS2014;5;39;19
*HDLENS2015;3;14;9
*HDLENS2016;9;70;49
*HDLENS2017;7;58;44
*HDLENS2018;30;68;70
*HDLENS2019;42;98;150
*HDLENS2020;42;118;142
*HDLENS2021;76;157;92
*HDLENS2022;158;183;158
*HDLENS2023;712;451;269
*HDLENS2024;299;219;139
