"";"Coord. facteur 1";"Coord. facteur 2";"Corr. facteur 1";"Corr. facteur 2";"COR -facteur 1";"COR -facteur 2";"CTR -facteur 1";"CTR -facteur 2";"mass";"chi.distance";"inertie"
"méxico";1,55701914608199;1,03549783842047;0,832670516992329;0,553768733436375;0,760559682746451;0,239440317253571;0,000215340968312834;9,52438953076441e-05;8,882572392965e-05;0,94184337714701;7,87945413995102e-05
"métrico";1,75149565476617;2,91307032283635;0,515285860112209;0,857018367579378;0,336818069998675;0,663181930001347;0,000227078301997453;0,000628144334827818;7,40214366080417e-05;1,59207219608629;0,000187621682177934
"modelagem";0,672112037253925;0,149504432028602;0,976142073980039;0,217132796707332;0,965979083983804;0,034020916016211;3,3438043363358e-05;1,65449570647501e-06;7,40214366080417e-05;0,360752373584543;9,63331816240909e-06
"ministrar";-1,77355354144726;0,786074866550161;-0,914226436236579;0,405203681234716;0,877325707722532;0,122674292277467;0,000279400618616107;5,48866313574217e-05;8,882572392965e-05;0,998884470561498;8,86276590450279e-05
"minimizar";-1,06854370220458;1,2114739578074;-0,661481039518753;0,749961888603141;0,522207007941113;0,477792992058881;0,00010141993635824;0,000130366774777538;8,882572392965e-05;0,780049793694783;5,40484704781731e-05
"milhão";0,560294543813019;-2,2062599794606;0,246143342726544;-0,969233436707279;0,0830801540086883;0,916919845991311;2,78850573660188e-05;0,000432366592376044;8,882572392965e-05;1,02546096205271;9,34064829182873e-05
"metadados";1,65425740042408;1,97428408062841;0,64224894527552;0,766496113683874;0,496565398866722;0,503434601133301;0,000243077593432034;0,000346224696306872;8,882572392965e-05;1,23841511565132;0,000136229525552823
"mentoria";-1,16578195654667;0,272687715599456;-0,973716873407527;0,227761828323952;0,962515002303141;0,0374849976968629;0,000120718384278716;6,60495560835402e-06;8,882572392965e-05;0,626851920401148;3,49034757604022e-05
"mentor";-0,460772117303981;0,698086806856694;-0,550871209387158;0,834590265141123;0,379678964976609;0,620321035023384;1,88586733065193e-05;4,32870127826768e-05;8,882572392965e-05;0,394483922085329;1,38228428480924e-05
"mencionar";-0,655248625988168;-1,17948567755919;-0,485630927566592;-0,874163944687043;0,302447647184361;0,697552352815661;3,81373922419064e-05;0,000123573144747492;8,882572392965e-05;0,628539244108254;3,50916309632417e-05
"medir";0,0497612132545189;-0,754086586301955;0,0658455193515266;-0,997829828969513;0,00608047100239349;0,993919528997611;2,19948334034616e-07;5,051044409669e-05;8,882572392965e-05;0,336646214192423;1,00666791197451e-05
"medicamento";0,244237721938706;1,12348589811393;0,212431020614736;0,977176064729679;0,0622613528216295;0,937738647178385;5,29863784134025e-06;0,000112117655290537;8,882572392965e-05;0,516362683684709;2,36836401760593e-05
"materializar";1,45978089173989;0,0967115962125215;0,997812616237805;0,0661058460097619;0,996885555836311;0,00311444416370007;0,000189284087039343;8,30798795698507e-07;8,882572392965e-05;0,771287704269313;5,28410661535821e-05
"massivo";0,8520093068393;0,610098747163227;0,813046558650681;0,582198671817693;0,732613264702653;0,267386735297369;6,44803569853246e-05;3,30627537120393e-05;8,882572392965e-05;0,525119728779573;2,44937581767216e-05
"massa";1,55701914608199;1,03549783842047;0,832670516992329;0,553768733436375;0,760559682746451;0,239440317253571;0,000215340968312834;9,52438953076441e-05;8,882572392965e-05;0,94184337714701;7,87945413995102e-05
"map";1,75149565476617;2,91307032283635;0,515285860112209;0,857018367579378;0,336818069998675;0,663181930001347;0,000272493962396943;0,000753773201793382;8,882572392965e-05;1,59207219608629;0,000225146018613521
"magalhães";0,949247561181393;1,54888498937117;0,522534428926871;0,852618185699829;0,345410835979505;0,654589164020517;8,00382778831785e-05;0,000213096883131936;8,882572392965e-05;0,852045714187544;6,44858677443029e-05
"líder";-0,558010371646075;-0,24069943535125;-0,918217748644756;-0,396075959979593;0,883049010422395;0,116950989577624;2,76581608513582e-05;5,14622652144346e-06;8,882572392965e-05;0,313257337414991;8,71648245197456e-06
"linked";1,75149565476617;2,91307032283635;0,515285860112209;0,857018367579378;0,336818069998675;0,663181930001347;0,000272493962396943;0,000753773201793382;8,882572392965e-05;1,59207219608629;0,000225146018613521
"link";0,949247561181393;1,54888498937117;0,522534428926871;0,852618185699829;0,345410835979505;0,654589164020517;8,00382778831785e-05;0,000213096883131936;8,882572392965e-05;0,852045714187544;6,44858677443029e-05
"ligação";0,949247561181393;1,54888498937117;0,522534428926871;0,852618185699829;0,345410835979505;0,654589164020517;8,00382778831785e-05;0,000213096883131936;8,882572392965e-05;0,852045714187544;6,44858677443029e-05
"ligado";0,560294543813019;-2,2062599794606;0,246143342726544;-0,969233436707279;0,0830801540086883;0,916919845991311;2,78850573660188e-05;0,000432366592376044;8,882572392965e-05;1,02546096205271;9,34064829182873e-05
"liderança";-0,0474770410875746;-1,6928728285099;-0,0280342268442379;-0,999606963823905;0,00110378755875413;0,998896212441254;2,00219348945749e-07;0,00025455839523069;8,882572392965e-05;0,753862746568039;5,04804619526654e-05
