"";"X";"V1"
"1148";1148;1
"1149";1149;3
"1150";1150;3
"1151";1151;3
"1152";1152;2
"1153";1153;2
"1154";1154;2
"1155";1155;3
"1156";1156;2
"1157";1157;3
"1158";1158;3
"1159";1159;2
"1160";1160;2
"1161";1161;2
"1162";1162;2
"1163";1163;2
"1164";1164;2
"1165";1165;2
"1166";1166;2
"1167";1167;2
"1168";1168;2
"1169";1169;2
"1170";1170;2
"1171";1171;1
"1172";1172;1
"1173";1173;1
"1174";1174;1
"1175";1175;2
"1176";1176;2
"1177";1177;2
"1178";1178;2
"1179";1179;3
"1180";1180;2
"1181";1181;2
"1182";1182;2
"1183";1183;2
"1184";1184;3
"1185";1185;3
"1186";1186;0
"1187";1187;2
"1188";1188;2
"1189";1189;2
"1190";1190;2
"1191";1191;2
"1192";1192;0
"1193";1193;2
"1194";1194;2
"1195";1195;2
"1196";1196;2
"1197";1197;3
"1198";1198;3
"1199";1199;2
"1200";1200;2
"1201";1201;3
"1202";1202;1
"1203";1203;2
"1204";1204;1
"1205";1205;2
"1206";1206;2
"1207";1207;2
"1208";1208;1
"1209";1209;1
"1210";1210;1
"1211";1211;3
"1212";1212;3
"1213";1213;2
"1214";1214;1
"1215";1215;1
"1216";1216;1
"1217";1217;3
"1218";1218;2
"1219";1219;2
"1220";1220;2
"1221";1221;0
"1222";1222;1
"1223";1223;1
"1224";1224;2
"1225";1225;1
"1226";1226;2
"1227";1227;0
"1228";1228;1
"1229";1229;1
"1230";1230;2
"1231";1231;3
"1232";1232;1
"1233";1233;0
"1234";1234;1
"1235";1235;1
"1236";1236;2
"1237";1237;1
"1238";1238;2
"1239";1239;2
"1240";1240;3
"1241";1241;2
"1242";1242;2
"1243";1243;3
"1244";1244;2
"1245";1245;2
"1246";1246;3
"1247";1247;2
"1248";1248;3
"1249";1249;1
"1250";1250;3
"1251";1251;3
"1252";1252;2
"1253";1253;1
"1254";1254;1
"1255";1255;1
"1256";1256;1
"1257";1257;1
"1258";1258;1
"1259";1259;1
"1260";1260;1
"1261";1261;1
"1262";1262;2
"1263";1263;1
"1264";1264;3
"1265";1265;2
